episode-act,percentMaleProducers,totalProducerCount,percentMaleSubjectDialogue,maleSubjectWordCount,totalSubjectWordCount,episode,act,title,contributors,description
293.03,100.0,1.0,83.3591331269,1077.0,1292.0,293,0.03,Act Three. Sucker Mc-squared.,Robert Andrew Powell,"
Bob Berenz had a good job as an electrician. But he wanted to do something bigger. He came up with an idea for an invention. But as he studied physics texts to see if his invention could work, he happened upon the biggest idea of his life: A revelation about physics that would disprove Einstein, and Newton. That is, if Bob's right. Bob's friend, Robert Andrew Powell, reports the story. He's a sports writer and the author of We Own This Game, about youth football. (16 minutes) Jobs/Employment • Science Robert Andrew Powell
 
Song:
""Modern Physics in Five Easy Verses"", Bruce Lesnick
 
"
421.02,0.0,1.0,83.3196721311,2033.0,2440.0,421,0.02,Act Two. Last Man Stand-Up.,Sarah Koenig,"
Producer Sarah Koenig tells the story of Duke Fightmaster, who refused to give up his simple dream: to replace Conan O'Brien.
(24 1/2 minutes)Jobs/Employment • Television Sarah Koenig
 "
157.01,100.0,1.0,83.2704402516,662.0,795.0,157,0.01,Act One. Why Aren't You At Work?,George Gurley,"
All those people you see in the middle of the workday, in coffee shops and bookstores? Who are they? Why aren't they at work? Reporter George Gurley tackled these tough questions. On four separate days, he interviewed these loafers in New York. (11 minutes) Jobs/Employment • New York George Gurley
 "
377.01,100.0,1.0,83.1412103746,1154.0,1388.0,377,0.01,"Act One. Is The Condo Half Empty, Or Is The Condo Half Full?",Ira Glass,"
Ira goes to Chicago's Rogers Park neighborhood to talk to some condo owners who are in a precarious situation—since the housing market crash, the developer who renovated and sold them their units—Haso Meseljevic—has all but disappeared. He's in foreclosure on half of their building's units. His son Samel Meseljevic and lawyer Hugh Howard aren't much help either. In the meantime, they have no one to pay for the repairs and maintenance of the building they all bought into.
In the story Ira speaks to Brian C. White, the Lakeside CDC executive director, which is a not-for-profit lobbying for affordable housing in the northernmost neighborhoods in Chicago. He also speaks with condo owner/mortgage banker Jon Miller, who has a website at chicagomortgagefinance.com. (21 minutes) Economics • Housing Ira Glass
 "
406.02,0.0,1.0,83.0670926518,520.0,626.0,406,0.02,Act Two. Fleeing is Believing.,Mary Wiltenburg,"
Foreigners arrive in the United States believing all kinds of misinformation about us...misinformation that turns out to be true. Mary Wiltenburg tells the story. (10 minutes)Immigration Mary Wiltenburg
 
Song:
""Banking on a Myth"", Andrew Bird
 
"
109.01,100.0,1.0,83.0623306233,613.0,738.0,109,0.01,Act One. Mr. Popular.,Ira Glass,"
David Himmel is a college sophomore and a former camper who became a counselor. He says all the best experiences of his life have been at camp or with camp people. We follow him around and discover why. He creates songs that become camp traditions. He has his own fan club of four thirteen-year-old girls. He coaches one of the boys in his cabin when the boy wants to try and kiss a girl he likes. David is the author of A Camp Story: The History of Lake of the Woods & Greenwoods Camps.(7 minutes)Children • Friendship Ira Glass
 
Song:
""I Wish I Was Him"", Noise Addict
 
"
511.02,100.0,1.0,83.0258302583,225.0,271.0,511,0.02,Act Two. Diet.,,"
Dr. Steven Bratman has spent a lot of time around people with extreme and unusual diets. He tells Ira Glass that for some of them, it's not about losing weight but about becoming more pure.
Dr. Bratman is the author of Health Food Junkies.
(7 minutes)Food/Drinks/Cooking "
481.02,0.0,1.0,82.7338129496,115.0,139.0,481,0.02,"Act Two. Tucson, Arizona.",Lisa Pollak,"
Lisa Pollak goes to the Enchanted Snowfall at La Encantada Mall, where the
snow is ""98 percent magic; 2 percent soap."" (4 minutes)Holidays Lisa Pollak
 "
342.01,100.0,1.0,82.7319587629,321.0,388.0,342,0.01,Act One. Dry Eyes And Videotape.,Jason Minter,"
Jason Minter lived through the worst trauma you could imagine: He was at a friend's house, a gun pressed to his head, while his mother and another woman were raped and shot to death in the next room by robbers. He was six. And even though he saw a series of therapists as he grew up, he's never been able to feel anything about what happened. He's never even cried about it. So almost 30 years after the crime, Jason decides to make a documentary, to revisit every aspect of his mother's murder, in hopes that he'll connect to what happened, and to her, in some way. (30 minutes) Crime • Film/Film Making • Murder Jason Minter
 
Song:
""It's All Right to Cry"", Moufette
 
"
195.04,100.0,1.0,82.6658696952,1383.0,1673.0,195,0.04,Act Four. Are You Ready?,Scott Carrier,"
Scott Carrier drove 2,000 miles across the country from his home in Salt Lake City to Chicago, talking with people about the coming war. If it's part of the American character to be profoundly skeptical, and another part to be boldly patriotic...Scott found both tendencies...often in the same person. (21 minutes) Automobiles • Politics • Travel • War Scott Carrier
 "
516.01,0.0,1.0,82.6621923937,739.0,894.0,516,0.01,Act One. Do You Hear What I Hear?,Sara Corbett,"
Sara Corbett's father-in-law Dick is 81. And he's become obsessed with a limbo most of us hate – the music he hears whenever he's on hold. Sara is co-author of the book A House in the Sky.
Music • Telephone Sara Corbett
 
Song:
""Nowhere to Go"", The Four Freshman
 
"
350.01,100.0,1.0,82.3702252693,2523.0,3063.0,350,0.01,Act One. Rubber Room.,Joe Richman,"
Update: in 2010 the City and the teacher's union came to an agreement that will close the Rubber Room. Education • Jobs/Employment "
473.01,100.0,1.0,82.3147832025,2411.0,2929.0,473,0.01,Act One. Death Takes a Policy.,Alex Blumberg,"An estate attorney in Rhode Island discovers the investor's Holy Grail: a
financial scheme that guarantees only reward and no risk. All upside with
no downside. The only catch? You have to die in order to get the money.
But there's a loophole! Alex Blumberg from Planet Money and Jake Bernstein
from ProPublica tell the story of how the attorney, Joseph Caramadre,
figured out how to get someone else to die instead.
"
554.03,0.0,1.0,82.0512820513,448.0,546.0,554,0.03,Act Three. The Big Crapple.,,"
A story about a substance we've played ""not it"" with for generations, and why maybe we shouldn't
anymore. Producer Zoe Chace explains. (16 minutes) 
Song:
""Don't Throw Your Love in the Garbage Can"", Vicki Anderson
 
"
447.01,100.0,1.0,82.0373250389,2110.0,2572.0,447,0.01,Act One. A Pretty Dame Walks In.,Josh Bearman,"
Joshuah Bearman tells the story of Pete's ridealong with the PI Moms, and how strange things started to happen. As he dug deeper into their operations, he learned about cases like the Candyman, where everything gets oddly and unnecessarily complicated. And he learns about the involvement of Norm Wielsch, the top drug enforcement officer in Contra Costa County. He starts to get mysterious emails from an anonymous source who calls himself ""Rutherford."" (29 minutes)Crime • Drugs • Journalism • Mothers Josh Bearman
 "
382.01,0.0,2.0,81.9976771196,1412.0,1722.0,382,0.01,Act One. Investigation Report #1.,"Chana Joffe-Walt, Planet Money","
Planet Money reporter Chana Joffe-Walt asks a simple question: Who was the federal regulator who was supposed to be regulating AIG? The answer turns out to be far from simple. (21 minutes) Business • Economics • Government Chana Joffe-Walt
Planet Money
 "
341.01,0.0,1.0,81.8387339864,1086.0,1327.0,341,0.01,"Act One. So, Kids: A Priest, A Rabbi, And A Hooker Walk Into A Bar...",Jane Feltes,"
Sean O'Connor and Nick Maritato are professional comedians, and their job usually involves saying things that kids aren't supposed to hear. But last summer they got booked on a tour of kids' summer camps. TAL producer Jane Feltes tells us what happened. (18 minutes) Children • Funny Jane Feltes
 
Song:
""Kids Don't Follow"", The Replacements
 
"
428.02,0.0,1.0,81.8181818182,18.0,22.0,428,0.02,Act Two.,Nancy Updike,"
Nancy Updike follows up on a Haaretz newspaper story about a sting operation
against a medical marijuana supplier in Israel—a case where being giving
was not the best idea. (9 1/2 minutes)
Drugs • Health Care/Medicine • Police Nancy Updike
 "
176.04,100.0,1.0,81.5904139434,749.0,918.0,176,0.04,Act Four. Let Us Reason Together.,Ira Glass,"
We return to the Supreme Court case of Bush vs. Gore to try to better understand why the majority ruled the way it did...and whether the decision was in fact as outrageous as many critics said it was. Four legal scholars explain: Jeffry Rosen, Mike McConnell, Pam Karlan and Greg Sisk. (14 minutes) Government • Legal System • Politics Ira Glass
 "
142.02,0.0,1.0,81.4558058925,470.0,577.0,142,0.02,Act Two.,Alix Spiegel,"
Barbara's story continues, as she hears some terrible news about her son. (18 minutes)Children • Mothers • Parenting • Teenagers Alix Spiegel
 "
411.03,100.0,1.0,81.4049586777,394.0,484.0,411,0.03,Act Three. Intergalactic Cold Call.,Jon Ronson,"In 2008, 501 images were beamed from a radio telescope in Eupatoria, Ukraine, towards Gliese 581 c, a planet 118 trillion miles away. People around the world submitted ideas to a social networking site called Bebo, and then users voted on the ones they thought should actually be sent, with the thought that extraterrestrials might one day receive them. The radio signal will take about 20 years to reach its destination. Here are a few of the images, courtesy of RDF Contact:"
291.02,100.0,1.0,81.3578826237,1414.0,1738.0,291,0.02,Act Two. If By Chance We Meet Again.,Ira Glass,"
Ralph and Sandra Fisher, who run a show-animal business in Texas, had a beloved Brahman bull named Chance. Chance was the gentlest bull they'd ever seen—more like a pet dog than a bull. They loved him, kids loved him. He had a long career in movies, on TV, performing at parties. When he finally died, Ralph and Sandra were devastated. Around that same time, scientists at Texas A & M University were looking for animal subjects for a cloning project. They already had some tissue from Chance because they'd treated him for an illness. So Ralph and Sandra offered up Chance's DNA for the experiment. Second Chance was born. And he was, eerily, just like Chance. Except he wasn't. Which they found out the hard way. (21 minutes) Animals • Science Ira Glass
 "
460.01,100.0,1.0,81.0834813499,913.0,1126.0,460,0.01,Act One. Cathy's Account.,Rob Schmitz,"
Rob Schmitz, a Shanghai-based reporter for Marketplace, tracks down and interviews Cathy Lee, Mike Daisey's interpreter on his trip to Shenzhen, China, and the Foxconn factory. In her interview with Rob, Cathy disputes much of what Daisey has been telling theater audiences since 2010 and much of what he said on the radio. Rob also talks to Mike Daisey about Cathy's version of the trip and tries to square the two accounts.
(21 minutes).Journalism • Radio Rob Schmitz
 "
371.03,100.0,1.0,81.0582010582,1532.0,1890.0,371,0.03,Act Three. Santa Fight Club.,Josh Bearman,"
A tale of two Santas. There's Tim Conaghan, a full-time professional Santa with a big belly and a real flowing white beard. And there's Santa Nick—he too has a belly and real white beard. But the story of Santa Tim and Santa Nick is not like most uplifting Christmas parables. Instead, it's about two men, very much alike, who came to lead rival factions in a bitter Santa civil war, and came themselves to be arch enemies. Josh Bearman reports on the political schism that's overtaken the Amalgamated Order of Real Bearded Santas. (27 minutes) Jobs/Employment • Retail/Commerce Josh Bearman
 
Song:
""Get Behind Me Santa!"", Sufjan Stevens
 
"
154.02,100.0,1.0,81.0471204188,774.0,955.0,154,0.02,Act Two. If Cats Ran Hollywood.,Ira Glass,"And—in the interest of equal time—a cashier who works at a chain store that sells pet products rants about the absurdity of the items she's ringing up every day: St. John's Wort for dogs, CDs for pets, spinach-flavored bones. (12 minutes) Animals • Retail/Commerce • Television "
194.03,100.0,1.0,80.9936452917,1402.0,1731.0,194,0.03,Act Three. Notes From The Underground.,Haruki Murakami,"
In our search for events that might illuminate what we've seen in New York this week, we hear interviews with survivors of a terrorist attack that happened in a crowded city, during rush hour, just six years ago. On March 20, 1995, the Aum cult dropped plastic bags of poison gas on the Tokyo subway. Haruki Murakami interviewed dozens of survivors about what happened, and how they got on with their lives afterwards. The English edition of the book of interviews is called Underground: the Tokyo Gas Attack and the Japanese Psyche, and he gave us permission to read portions of it here. (12 minutes)Death • Japan • Travel Haruki Murakami
 
Song:
""Place to Be"", Nick Drake 
 
"
2.01,100.0,1.0,80.9782608696,1043.0,1288.0,2,0.01,Act One.,Jeff Dorchen,The Golden Peacock. Playwright Jeff Dorchen creates an original radio play inspired by the musings of the three boys in the previous story. (10 minutes)
67.03,100.0,1.0,80.9302325581,174.0,215.0,67,0.03,Act Three. Motion.,,"
Jay Allison on people moving into their dream neighborhoods, and their new neighbors' reactions. (7 minutes)Neighbors/Neighborhoods "
423.01,0.0,1.0,80.6733167082,647.0,802.0,423,0.01,Act One. The Lie That Saved Brazil.,Chana Joffe-Walt,"
A trip to a country where the fiction that is money completely fell apart. And in this same country, through a truly incredible piece of policy making, the government tricked a 150,000,000 people into believing their money had value again. Chana Joffe-Walt reports. (16 minutes)Economics • Government Chana Joffe-Walt
 "
108.01,100.0,2.0,80.5606617647,3506.0,4352.0,108,0.01,"Act One. I, Danny.","Jay Allison, Dan Gediman","
In this special half-hour story produced by Jay Allison as part of his Life Stories series, Dan Gediman tracks down the original Zoom cast members to find out what his life would've been like if he had achieved his childhood dream of being on Zoom. (32 minutes)Childhood • Television Jay Allison
Dan Gediman
 "
161.04,100.0,1.0,80.5418719212,327.0,406.0,161,0.04,Three More Bubbles.,Ira Glass,"
An '88 Grand Marquis that Senator Conrad Burns inherited from his mother; a New York taxicab whose driver, Jeff Perkins, tape-records his passengers to help pass the time; a 1980s-era BMW 5 series in which film producer Rob Levine had his first job as driver and assistant to movie producer Edgar Sherrick. (5 minutes) Automobiles • Jobs/Employment Ira Glass
 "
204.01,0.0,1.0,80.4487179487,753.0,936.0,204,0.01,Act One.,Alix Spiegel,"
In 1973, the American Psychiatric Association (APA) declared that homosexuality was not a disease simply by changing the 81-word definition of sexual deviance in its own reference manual. It was a change that attracted a lot of attention at the time, but the story of what led up to that change is one that we hear today, from reporter Alix Spiegel. Part one of Alix's story details the activities of a closeted group of gay psychiatrists within the APA who met in secret and called themselves the GAYPA...and another, even more secret group of gay psychiatrists among the political echelons of the APA. Alix's own grandfather was among these psychiatrists, and the president-elect of the APA at the time of the change. (24 minutes) Health Care/Medicine • Sexuality Alix Spiegel
 "
48.01,50.0,2.0,80.3463855422,2134.0,2656.0,48,0.01,Act One. International Justice.,"Ira Glass, Kitty Felde","They can't pronounce the names, can't read the maps, don't know the history, and are on an idealistic quest for justice that so far has not flowered. Kitty Felde, on Americans at the War Crimes Trial for the former Yugoslavia."
279.04,0.0,1.0,80.2816901408,855.0,1065.0,279,0.04,Act Four. Not Your Father's Chevrolet Salesman.,Sarah Koenig,"
This American Life producer Sarah Koenig checks out competing sales techniques at a Chevy dealership on the south side of Chicago. It turns out the number two salesman thinks he's number one, and the number one salesman...is a grandmother, Yvonne Hawk. Her secret? Get them to call you ""Mom."" (11 minutes) Automobiles • Jobs/Employment • Retail/Commerce Sarah Koenig
 "
583.04,0.0,1.0,80.1872074883,514.0,641.0,583,0.04,Act Four. Old.,Chana Joffe-Walt,"
For those in the early stages of dementia, some simple tasks become very complex. Chana sits down with one guy determined to figure out why something that used to be so easy has become so hard. (12 1/2 minutes)
We learned about Carl from Teya Sepinuck at Theater of Witness. They are working on a A New Dementia Film Portrait that will feature Carl and Susan. Aging • Mental Health Chana Joffe-Walt
 
Song:
""When I Grow Too Old To Dream"", Roy Eldridge  
 
"
330.02,100.0,1.0,80.1571709234,408.0,509.0,330,0.02,Act Two. The Hole Truth.,Gabriel Delahaye,"
It's one thing to wonder what other people really think of you. It's quite another to go out and ask them. Writer Gabriel Delahaye asked his closest friends—on tape—what they really think of him, and the answers surprised him. The story of one man's brave quest to face up to his reputation. (10 minutes) Friendship Gabriel Delahaye
 "
522.01,0.0,1.0,80.0806451613,993.0,1240.0,522,0.01,Act One. The Hounds of Blairsville.,Stephanie Foo,"
Gene Cooley had just suffered a huge tragedy, and he was trying to move on. But suddenly
anonymous posters started saying horrible things about him on a website called Topix. The horrible
things weren't true. But that didn't stop the people in Gene's small town — a town of just 600 people — from believing them.
(18 minutes)Neighbors/Neighborhoods Stephanie Foo
 "
312.01,100.0,2.0,80.0653594771,2940.0,3672.0,312,0.01,Act One. Letters.,"David Hauptschein, Ira Glass","
Ira and playwright David Hauptschein took out advertisements in Chicago inviting people to come to a small theater with letters they've received, sent or found. People came for two nights, and read their letters onstage. They were old letters. Embarrassing letters. Some were funny. Some were poignant. They told a wide range of stories: A heartfelt letter from prison, a hilariously pretentious job letter sent to the New Yorker magazine, a wringingly sincere teenage ""should we be more than friends"" letter. (16 minutes) Live Performance • Writing David Hauptschein
Ira Glass
 
Song:
""I Got a Letter from my Baby"", Elmore James 
 
"
427.01,100.0,1.0,79.9825935596,919.0,1149.0,427,0.01,Act One. Message In a Bottle.,Ira Glass,"The formula for Coca-Cola is one of the most jealously guarded trade secrets in the world. So we were surprised to come across a 1979 newspaper article with what looked like the original recipe for Coke. Talking to historian Mark Pendergrast, author of For God, Country and Coca-Cola, we were even more surprised when we found reasons to believe the recipe is real. (25 minutes)"
553.01,0.0,1.0,79.9734748011,603.0,754.0,553,0.01,Act One. Do You Hear What I Hear?,,"
Sara Corbett's father-in-law Dick is 81. And he's become obsessed with a limbo most of us hate – the music he hears whenever he's on hold. Sara is co-author of the book A House in the Sky. 
Song:
""Nowhere to Go"", The Four Freshman
 
"
428.01,0.0,1.0,79.9083269672,1046.0,1309.0,428,0.01,Act One.,Allison Silverman,"
Allison Silverman reports on This Is Your Life, a show from the 1950s where
unsuspecting—and often famous—audience members would have their
biographies created on the spot for 40 million viewers. But is that really a
present you'd want to receive? Allison is an Emmy Award-winning writer who
has worked on The Daily Show, The Colbert Report, and Late Night with Conan O'Brien. (20 minutes)History • Television Allison Silverman
 
Song:
""I'll Cry Tomorrow"", Lillian Roth
 
"
218.02,100.0,1.0,79.8013245033,964.0,1208.0,218,0.02,"Act Two. Act V, Scene 2.",Jack Hitt,"
Jack Hitt's story about a prison production of Hamlet continues. He discovers that almost all the actors draw on their pasts in one way or another to get into character. And some of them have committed crimes even worse than Jack had imagined. (22 minutes) Crime • Criminal Justice • Theater Jack Hitt
 "
547.02,100.0,1.0,79.69348659,1872.0,2349.0,547,0.02,Act Two.,Brian Reed,"
Brian continues his story. Chief Flynn implements Milwaukee's version of stop and frisk, but some
officers start illegally searching residents. An officer shoots and kills a black man in a park across
from City Hall. And tensions erupt at a monthly Fire and Police Commission Meeting. Plus, Brian
tags along as officers try to solve a shooting case.
(31 minutes)Police Brian Reed
 
Song:
""We Don't See Eye to Eye"", Johnny Adams
 
"
544.01,0.0,2.0,79.6507213364,2098.0,2634.0,544,0.01,Act One. Batman Begins.,"Lulu Miller, Alix Spiegel","
Lulu tells the story of Daniel Kish, who’s blind, but can navigate the world by clicking with his
tongue. This gives him so much information about what’s around him, he does all sorts of
things most blind people don’t. Most famously, he rides a bike. We learn why he was raised
so differently from the way most blind kids are brought up, and how the book The Making of
Blind Men by Robert Scott changes everything for him. (25 minutes)
Childhood • Parenting • Science Lulu Miller
Alix Spiegel
 "
325.01,0.0,1.0,79.6477495108,1221.0,1533.0,325,0.01,"Act One. It's Not A Crack House, It's A Crack Home.",Maherin Gangat,"
Joe had lived alone in his big house in Brooklyn for decades. Then one night he saw a few people—prostitutes, actually—shivering outside in the cold, and he opened up his home to them. Pretty soon his upper floors were completely trashed. His house became overrun by the neighborhood's roughest characters, and somehow he couldn't do anything about it. Maherin Gangat reports the story. (23 minutes) Drugs • Housing Maherin Gangat
 "
162.03,0.0,1.0,79.4549266247,758.0,954.0,162,0.03,Act Three. To A De-luxe Apartment In The Sky.,Blue Chevigny,"
Producer Blue Chevigny used to have a job that was all about Moving Day—and people who didn't want to move. She worked for an agency in New York called Project Reachout, part of Goddard Riverside Community Center, that moved homeless, mentally ill people into their own homes. She tells the story of one of her favorite clients, George, and how it took him eight years to get off the streets and into his own place. Blue records his moving day. (12 minutes)Homelessness • Housing • Jobs/Employment • Mental Health Blue Chevigny
 "
488.02,100.0,1.0,79.3670886076,627.0,790.0,488,0.02,Act Two. Your Name Written On Me.,Ben Calhoun,"
Reporter Ben Calhoun tells the story of Terrance Green, a 16-year-old who was killed three years ago but is still an iconic presence at Harper. Ben asks Terrance's dad and his best friend: Why did this one kid's death lead to slickly produced songs, tribute videos, a gang in his name, assault rifles on the street and an entire remapping of the violence in the area around Harper High School?
(15 minutes)Crime • Death • Teenagers Ben Calhoun
 "
236.02,100.0,1.0,79.336492891,837.0,1055.0,236,0.02,Act Two. Stock Making Sense.,Alex Blumberg,"
Producer Alex Blumberg bought a stock on a tip in 1997. By 1998 it was worthless. And now, in 2003, he sets off to find out why. What happened to his money and to the company he invested it in. (19 minutes) Business • Economics Alex Blumberg
 
Song:
""I Got Plenty of Nothin"", Sammy Davis, Jr.
 
"
77.01,0.0,1.0,79.3345008757,1359.0,1713.0,77,0.01,Act One. Exodus.,Alix Spiegel,"
Alix Spiegel in Colorado Springs, where a massive prayer project is underway to pray for every person, business, and school. When she arrives, she finds the Christians speak a kind of Christian jargon she does not understand. When she goes to her local contact to discuss it, and to find more sympathetic people to profile, he says that he believes the secular world can never understand what the religious community in Colorado Springs is doing. Alix Spiegel believed the prayers were simply a gesture of goodwill by people toward their neighbors, but soon she finds that in fact, they are something very different. Something medieval. (41 minutes)Neighbors/Neighborhoods • Religion Alix Spiegel
 
Song:
""Busload of Faith"", Lou Reed
 
"
584.03,100.0,1.0,79.2792792793,176.0,222.0,584,0.03,Act Three. Kids Look Back. ,Brian Reed,"
Senior Producer Brian Reed tells Ira about a book entitled “Now I Know Better,” where children write cautionary tales recounting horrific accidents they’ve endured. He also interviews one of the book’s contributors about his childhood mishap. (9 1/2 minutes)Children Brian Reed
 
Song:
""Someday We’ll Look Back"", Merle Haggard
 
"
400.01,0.0,1.0,79.2130660728,1067.0,1347.0,400,0.01,Act One. Lisa's Mom's Story.,Lisa Pollak,"
Funny Funerals. (11 minutes.) Death • Funny • Mothers Lisa Pollak
 "
418.03,50.0,2.0,79.2096219931,922.0,1164.0,418,0.03,Act Three. Flipper. Not the Dolphin.,"Chana Joffe-Walt, David Kestenbaum, Planet Money","
David and Chana discover a dark criminal plot inside their toxic asset. They do this with the help of several reporters from the Sarasota Herald-Tribune, who turn them on to a Florida mortgage fraud mastermind nicknamed ""The King of the Flip."" (11 1/2 minutes)Crime • Economics Chana Joffe-Walt
David Kestenbaum
Planet Money
 
Song:
""The Toxie Song"", Lyrics by Andrew Breton. Music and recording by James Gammon
 
"
610.01,0.0,1.0,79.2046396023,956.0,1207.0,610,0.01,Act One. Dr. Strangelove.,Miki Meek,"
A guy in Key West makes a series of grand gestures, each one more outrageous than the last. He goes so far that we need to say that this story, from Miki Meek, is not for kids. Ben Harrison, who appears in this story, is author of the book “Undying Love.” (18 minutes) Miki Meek
 "
419.02,0.0,1.0,79.046997389,1211.0,1532.0,419,0.02,Act Two. ,Sarah Koenig,"
Sarah Koenig's story continues. This is the 'fall' half of the rise and fall of Steve Raucci...including secret recordings of the man himself. Sarah is now the host of Serial. (21 1/2 minutes)Crime • Jobs/Employment Sarah Koenig
 
Song:
""Working Class Hero"", Ozzy Osbourne
 
"
409.01,50.0,2.0,78.9473684211,1050.0,1330.0,409,0.01,Act One. Captive Audience.,"Annie Correal, Jay Allison","
So much kidnapping happens in Colombia that the biggest radio station in the country has a show aimed specifically at an audience of kidnapping victims. Reporter Annie Correal tells the story. Annie originally produced this as a longer story with Jay Allison for the website transom.org. Annie Correal manages Cowbird and is a Senior Producer at Radio Ambulante, a new Spanish-language radio storytelling project. They've just launched their website and are raising money for their first episodes on Kickstarter. (14 minutes)Crime Annie Correal
Jay Allison
 
Song:
""Colombia"", Jan Hammer
 
"
459.01,0.0,1.0,78.4123910939,810.0,1033.0,459,0.01,Act One. The Sound of Sirens.,Sarah Koenig,"
New Jersey governor Chris Christie has led some of the most sweeping budget cuts in the country. Producer Sarah Koenig reports from Trenton, where one third of the police force has been laid off, leading to dramatically increased crime. (14 1/2 minutes)Crime • Economics • Government • Police Sarah Koenig
 "
594.02,100.0,1.0,78.2591876209,2023.0,2585.0,594,0.02,Act Two. Say Yes to Summer.,Ira Glass,"
A troupe of comedians tell personal stories about summer experiences and
improvise scenes based on them. Featuring Mike Birbiglia, John Lutz, Kate Micucci, Shannon O'Neill, Connor Ratliff, Gary Richardson and Tami Sagher -
Several of whom appear in Mike's new movie ""Don't Think Twice,"" produced by Ira. (23 minutes)Comedy Ira Glass
 "
203.01,100.0,1.0,78.1625441696,1106.0,1415.0,203,0.01,Act One. Buddy Picture.,Jonathan Goldstein,"
Producer Jonathan Goldstein with a story about friendship, mothers and sons, and what some have called the greatest phone message in the world—it circulated at Columbia University in New York City, and had something to do with the Little Mermaid. (19 minutes) Friendship • Funny • Mothers Jonathan Goldstein
 "
491.01,100.0,1.0,78.0936454849,934.0,1196.0,491,0.01,"Act One. I Know I Am, But What Are You?",,"
There is a Native American tribe in California called the Chukchansi that’s fighting over the most
basic thing any group can fight over — who should be a member? David Ferry explains just how
bitter their dispute has become. (22 minutes) "
419.01,0.0,1.0,77.9632721202,1401.0,1797.0,419,0.01,Act One. ,Sarah Koenig,"
Sarah Koenig tells Raucci's story—the story of a virtuoso tyrant and bully, a man who made himself feared and untouchable, in a place where no one thought to look for a tyrant.
(28 minutes)Crime • Jobs/Employment Sarah Koenig
 "
46.01,0.0,1.0,77.8395061728,1261.0,1620.0,46,0.01,Act One. Anti-oedipus.,Nancy Updike,"
This American Life producer Nancy Updike on a family where the father was one kind of sissy and the son was another kind, and how the family was destroyed despite the fact that no one wanted it to be. (23 minutes) Childhood • Divorce • Family • Fathers • Literature • Sexuality Nancy Updike
 
Song:
""I'm In Such Pain From Loving You"", Linda Ronstadt, Dolly Parton, and Emmylou Harris 
 
"
456.01,100.0,1.0,77.7011494253,1690.0,2175.0,456,0.01,Act One. Alien Experiment.,Jack Hitt,"
Last Summer, Alabama passed HB56, the most sweeping immigration bill in the country. It's an example of a strategy called ""attrition through enforcement"" or, more colloquially, ""self-deportation""--making life so hard on undocumented immigrants that they choose to leave the country. But as reporter Jack Hitt found, the new law has had lots of other unintended
consequences. Jack has a book coming out this Spring called Bunch of Amateurs.
(35 minutes)Immigration • Politics Jack Hitt
 
Song:
""You Can't Stay Here"", G.P. Bailey
 
"
147.07,100.0,1.0,77.6018099548,343.0,442.0,147,0.07,Act Seven. Made To Stumble Because Of Me.,Ira Glass,"
The limits of what one accomplishes on a mission trip like this. (10 minutes) Ira Glass
 "
40.02,100.0,2.0,77.4553571429,694.0,896.0,40,0.02,Act Two. Swimming Lesson.,"Jay Allison, Scott Carrier","
Scott Carrier's wife and mother-in-law insist that Scott's three-and-a-half year old daughter enroll in swimming classes. This story was produced by Jay Allison. (10 minutes)Children • Family • Fathers • Marriage • Parenting • Relationships Jay Allison
Scott Carrier
 "
233.02,0.0,1.0,77.3284313725,1262.0,1632.0,233,0.02,Act Two. Making Money The Old Fashioned Way.,Mary Beth Kirchner,"
Mary Beth Kirchner documents one day in the life of a hustler named Joe, who wakes up every morning broke, hustles as much as $10,000 during the day and then loses most of it by the time he goes to bed. What it's like to start from scratch every day of your life. Some of the funding for this story came from the Corporation for Public Broadcasting's Radio Fund. (18 minutes) Addiction • Jobs/Employment • Retail/Commerce Mary Beth Kirchner
 "
121.02,0.0,1.0,77.2252610641,1553.0,2011.0,121,0.02,Act Two.,,"
Gillian's story continues. (25 minutes) "
90.02,66.6666666667,3.0,77.2237196765,1719.0,2226.0,90,0.02,Act Two. When The Telephone Is Your Medium.,"Sarah Vowell, They Might Be Giants","
Sure you can try to get your pop songs onto records, or on the radio, or onto MTV. But what happens if your medium of choice is ... the telephone? Before they had record contracts, the band They Might Be Giants distributed their songs through the medium of Answering Machine. They created their own Dial-a-Song line. They say it taught them a lot about songwriting, because they could hear which songs people hated, because people hung up on the bad songs. It taught them how to do better musical arrangements for their songs. Sarah Vowell visited John Linnell and John Flansberg in Brooklyn and talked to them about Dial-a-Song. (15 minutes)Business • Music • Telephone Sarah Vowell
They Might Be Giants
 
Song:
""I'm Sick"", They Might Be Giants (A song they wrote about This American Life, for us)
 
"
238.01,50.0,2.0,77.1653543307,588.0,762.0,238,0.01,Act One. The Chasm Between Comedy And Music.,"Jonathan Goldstein, Starlee Kine","
Why is it that karaoke machines only have songs on them? If what they do is take a version of a public performance and allow the rest of us to give our own interpretations of the material, why aren't there other options, like the ""you talkin to me?"" scene from Taxi Driver, or Martin Luther King, Jr.'s ""I Have a Dream"" speech. Jonathan Goldstein and producer Starlee Kine find out why when they go to a karaoke club that has, along with all the songs, comedy routines for people to perform. (11 minutes)Live Performance • Music Jonathan Goldstein
Starlee Kine
 
Song:
""Laughin' and Clownin'"", Sam Cooke 
 
"
