episode-act,tags
35.0,Retail/Commerce
341.01,Children
341.01,Funny
37.0,Jobs/Employment
233.03,Fiction
233.03,Religion
392.04,Business
392.04,Government
392.04,Health Care/Medicine
392.04,Presidents
296.0,Government
296.0,Natural Disasters
384.0,Addiction
384.0,Crime
384.0,Friendship
314.04,Funny
314.04,Presidents
314.04,Writing
536.21,Business
408.01,Labor
290.0,Politics
290.0,Religion
314.03,Family
314.03,Housing
242.0,Military
242.0,Politics
129.02,Funny
129.02,Journalism
129.02,Live Performance
129.02,Mental Health
129.02,Mothers
129.02,Sexuality
129.03,Funny
129.03,Live Performance
129.01,Childhood
129.01,Food/Drinks/Cooking
129.01,Funny
129.01,Health Care/Medicine
129.01,Live Performance
129.01,Mothers
129.01,Siblings
431.01,Crime
431.01,Criminal Justice
431.01,Family
431.01,Mothers
431.01,Murder
431.01,Siblings
71.03,Film/Film Making
71.03,Health Care/Medicine
71.03,Love
71.03,Sexuality
202.02,Religion
92.0,Family
92.0,Fathers
202.04,Race
202.04,Religion
85.04,Animals
85.04,Art
320.02,Death
320.02,Family
320.02,Iraq
320.02,Military
320.02,War
320.01,Death
320.01,Family
320.01,Iraq
320.01,Journalism
320.01,War
85.01,Animals
85.01,Music
85.01,Theater
85.02,Animals
85.02,Death
85.02,Jobs/Employment
85.03,Animals
85.03,Family
85.03,Fathers
85.03,Holidays
517.0,Health Care/Medicine
55.0,Jobs/Employment
55.0,Sexuality
55.0,Telephone
493.01,Children
493.01,Military
276.0,Politics
538.01,Children
538.01,Education
538.02,Education
538.03,Criminal Justice
538.03,Education
83.02,Family
83.02,Jobs/Employment
83.02,Journalism
83.02,Race
83.03,Religion
83.01,Childhood
83.01,Education
83.01,Family
83.01,Love
83.01,Siblings
186.0,Education
186.0,Teenagers
310.0,Criminal Justice
310.0,Legal System
310.0,Terrorism
121.01,Children
121.01,Divorce
121.01,Family
121.01,Fathers
121.01,History
121.01,Marriage
121.01,Relationships
121.01,Siblings
520.01,Immigration
255.21,Family
255.21,Holidays
312.0,Live Performance
312.0,Writing
81.01,Childhood
81.01,Family
81.01,Fathers
81.01,Guns/Gun Control
81.02,Childhood
81.02,Family
81.02,Guns/Gun Control
81.02,New York
81.02,Siblings
81.03,Childhood
81.03,Funny
81.03,Guns/Gun Control
81.03,Live Performance
81.04,Crime
81.04,Family
81.04,Guns/Gun Control
81.04,Health Care/Medicine
81.04,Legal System
81.04,Police
81.05,Crime
81.05,Guns/Gun Control
81.05,Retail/Commerce
246.0,Friendship
246.0,History
246.0,Writing
243.21,Gambling
243.21,Writing
330.0,Journalism
330.0,Sexuality
188.0,Childhood
188.0,Family
188.0,Fathers
188.0,Funny
244.0,Science
244.0,Television
328.21,Fathers
328.21,Parenting
328.21,Police
328.21,Sexuality
328.21,Television
524.02,Drugs
524.02,Funny
123.01,Alcohol
123.01,Death
123.01,Drugs
123.01,Fathers
123.01,Health Care/Medicine
123.01,Sports
123.02,Love
123.03,Family
123.03,Marriage
123.03,Mental Health
123.03,Relationships
524.04,Addiction
524.04,Drugs
524.04,Mental Health
189.01,Boats
189.01,History
22.03,Family
22.03,Fathers
22.03,Marriage
22.03,Relationships
22.02,Family
22.02,Fathers
22.02,Siblings
22.01,Family
22.01,Mothers
22.01,Siblings
20.01,Friendship
20.01,Music
20.03,Film/Film Making
20.03,Music
20.02,Television
59.0,Crime
59.0,Teenagers
272.0,Politics
272.0,Radio
505.01,Government
505.01,Health Care/Medicine
306.0,Funny
306.0,Police
323.03,Business
323.03,Fathers
323.03,Housing
323.03,Jobs/Employment
270.0,Family
270.0,Personal Finance
57.0,Travel
304.0,Religion
181.02,Automobiles
181.02,Jobs/Employment
181.02,Journalism
181.02,Police
308.0,Love
82.04,Live Performance
82.04,Paranormal
82.04,Theater
115.02,Animals
115.02,Funny
115.02,Police
82.01,Childhood
82.01,Family
82.03,Cancer
82.03,Family
82.03,Health Care/Medicine
82.03,Mothers
82.03,Siblings
82.02,Adoption
82.02,Family
82.02,History
82.02,Religion
187.02,Children
187.02,Fathers
187.02,Funny
187.02,Live Performance
187.02,Parenting
106.0,Fathers
106.0,Holidays
106.0,Marriage
106.0,Teenagers
187.01,Children
187.01,Divorce
187.01,Family
187.01,Fathers
187.01,Siblings
24.01,Death
24.01,Music
24.01,Teenagers
24.03,Love
24.03,Teenagers
24.02,Family
24.02,Friendship
24.02,Love
24.02,Music
24.02,Teenagers
144.03,Death
144.03,Family
144.02,Death
144.02,Family
144.02,Fathers
144.02,Writing
144.01,Children
144.01,Death
144.01,Family
144.01,Marriage
144.01,Parenting
144.01,Relationships
493.02,Art
493.02,Children
323.0,Funny
323.0,Housing
323.0,Jobs/Employment
325.0,Crime
325.0,Housing
325.0,Murder
325.0,Retail/Commerce
416.0,Iraq
416.0,Politics
416.0,War
410.02,Business
410.02,Economics
410.02,Government
292.0,9/11
292.0,Criminal Justice
292.0,Terrorism
458.01,Advertising/Marketing
458.01,Fathers
458.01,Film/Film Making
458.02,Marriage
458.02,Mental Health
458.02,Relationships
390.02,Business
390.02,Economics
390.02,Housing
390.02,Jobs/Employment
390.02,Personal Finance
435.02,Business
435.02,Jobs/Employment
509.01,Politics
361.04,Childhood
361.04,Education
361.04,Film/Film Making
361.05,Death
361.05,Health Care/Medicine
361.05,Poetry
361.01,Funny
361.01,Health Care/Medicine
361.01,Live Performance
361.02,Animals
361.02,Health Care/Medicine
361.03,Health Care/Medicine
353.0,Government
353.0,Legal System
353.0,Politics
353.0,Presidents
378.21,Jobs/Employment
384.03,Business
384.03,Economics
384.03,Legal System
489.03,Death
489.03,Fathers
489.03,Relationships
479.0,History
479.0,Holidays
88.03,Family
88.03,History
88.02,Art
88.02,Business
88.02,Music
88.01,Love
88.01,Science
210.02,Criminal Justice
210.02,Police
210.02,Teenagers
88.05,Fiction
88.05,Love
88.05,Sexuality
88.04,Business
88.04,Jobs/Employment
88.04,Marriage
88.04,Relationships
175.21,Children
175.21,Family
175.21,Mental Health
175.21,Mothers
175.21,Siblings
175.21,Teenagers
115.0,Children
115.0,Education
277.01,Animals
277.01,Live Performance
277.01,Siblings
277.02,Telephone
277.03,Health Care/Medicine
248.0,Film/Film Making
248.0,Teenagers
571.0,Love
571.0,Relationships
80.02,Children
80.02,Funny
80.02,Television
80.01,Animals
80.01,History
80.01,Science
80.01,Siblings
80.01,Travel
26.03,Alcohol
26.03,Childhood
26.03,Fathers
26.03,Theater
26.02,Breakup
26.02,Divorce
26.02,Family
26.02,Marriage
26.02,Relationships
26.01,Activism
26.01,Fathers
26.01,Music
538.0,Education
551.0,Business
551.0,Funny
524.05,Drugs
524.05,Legal System
224.0,Family
224.0,Jobs/Employment
278.0,Jobs/Employment
278.0,Journalism
534.0,Activism
534.0,Education
534.0,Neighbors/Neighborhoods
534.0,Religion
226.0,Television
536.0,Business
530.0,Politics
530.0,Radio
512.0,Education
512.0,Parenting
365.0,Business
365.0,Economics
212.01,Mental Health
212.01,Mothers
212.01,Religion
510.0,Funny
510.0,Theater
212.02,Politics
540.0,Government
542.0,Funny
542.0,Jobs/Employment
520.0,Funny
578.01,Politics
578.01,Religion
250.0,Childhood
250.0,Crime
578.03,Death
578.03,High School
578.04,Music
544.0,Mental Health
544.0,Science
398.01,Criminal Justice
398.01,Legal System
579.0,Mental Health
579.0,Police
107.02,Family
107.02,History
107.02,Presidents
107.02,Siblings
107.02,Travel
107.01,Childhood
107.01,Family
107.01,History
107.01,Siblings
216.01,Health Care/Medicine
216.01,Memory
216.01,Weddings
216.03,Art
216.03,Housing
216.02,History
216.04,Film/Film Making
216.04,Retail/Commerce
216.04,Sexuality
343.04,Animals
343.04,Education
446.03,Homelessness
446.01,Children
446.01,Fathers
446.01,Health Care/Medicine
446.01,Music
343.01,Animals
343.01,Art
343.01,Food/Drinks/Cooking
343.01,Funny
343.02,Animals
343.02,Death
343.02,Food/Drinks/Cooking
433.02,Business
433.02,Housing
433.02,Mothers
433.03,Government
433.03,Police
433.03,Politics
433.03,Terrorism
433.01,Economics
433.01,Health Care/Medicine
619.01,Childhood
26.0,Family
26.0,Fathers
26.0,Music
387.01,Criminal Justice
387.01,Legal System
387.01,Terrorism
14.0,Automobiles
14.0,Teenagers
528.04,Funny
528.04,Live Performance
24.0,Relationships
24.0,Teenagers
105.01,Divorce
105.01,Family
105.01,Marriage
105.01,Race
105.01,Relationships
105.02,Education
105.02,Journalism
105.02,Race
528.02,Animals
528.02,Funny
528.02,Live Performance
22.0,Family
22.0,Mothers
445.01,9/11
445.01,Afghanistan
445.01,Terrorism
332.02,Religion
113.04,Housing
113.04,Legal System
113.04,Mental Health
113.04,Personal Finance
113.03,Economics
113.03,Family
113.03,Marriage
113.03,Personal Finance
113.03,Relationships
113.02,Family
113.02,Personal Finance
113.01,Economics
113.01,Gambling
178.0,Art
497.0,Government
497.0,Legal System
497.0,Terrorism
278.01,Fiction
278.01,Television
278.03,Jobs/Employment
278.03,Retail/Commerce
278.02,Children
278.02,Mothers
278.04,Jobs/Employment
409.01,Crime
125.02,Death
125.02,Government
125.02,Religion
125.03,Childhood
125.03,Religion
125.01,Animals
125.01,Religion
125.01,Travel
125.04,Religion
411.02,Friendship
411.02,Iraq
411.02,War
411.01,Childhood
411.01,Funny
411.01,Live Performance
411.01,Sexuality
420.02,Friendship
420.02,Neighbors/Neighborhoods
420.02,Parenting
485.0,Education
485.0,Family
362.0,Education
204.21,Health Care/Medicine
204.21,Sexuality
282.0,Crime
282.0,Criminal Justice
282.0,Murder
499.0,Iraq
499.0,Politics
541.01,Children
541.01,Family
541.01,Fathers
345.04,Health Care/Medicine
345.04,Parenting
345.02,Children
345.02,Crime
345.02,Death
345.02,Family
345.02,Health Care/Medicine
444.02,Fiction
444.02,Love
444.02,Television
345.01,Fiction
279.04,Automobiles
279.04,Jobs/Employment
279.04,Retail/Commerce
279.05,Automobiles
279.05,Mental Health
279.02,Automobiles
279.03,Automobiles
279.03,Crime
54.03,Funny
54.03,Journalism
54.03,Music
515.03,War
409.03,Health Care/Medicine
409.03,Journalism
409.03,Marriage
409.03,Weddings
515.02,Funny
515.02,Live Performance
515.02,New York
304.01,Religion
599.01,Immigration
599.01,Politics
470.02,Fiction
108.0,Children
108.0,Friendship
599.02,Elections
599.02,Politics
54.04,Health Care/Medicine
54.04,Journalism
54.04,Music
347.02,Activism
347.02,Health Care/Medicine
54.05,Film/Film Making
54.05,Food/Drinks/Cooking
54.05,Television
528.03,Family
528.03,Live Performance
528.03,Mothers
620.0,School
443.01,Business
443.01,Jobs/Employment
185.01,Music
185.02,Funny
185.03,Crime
185.03,Housing
185.03,San Francisco
9.01,Cancer
9.01,Family
9.01,Funny
9.01,Health Care/Medicine
9.01,Live Performance
9.01,Siblings
9.02,Cancer
9.02,Family
9.02,Funny
9.02,Health Care/Medicine
9.02,Live Performance
150.0,Alcohol
150.0,Teenagers
156.0,Environment
156.0,Health Care/Medicine
28.0,Childhood
28.0,Jobs/Employment
28.0,Writing
34.0,Politics
271.02,Children
271.02,Immigration
271.01,Education
271.01,Teenagers
295.0,Activism
79.04,Fiction
79.04,History
79.04,Science
79.03,New York
79.03,Sexuality
79.02,Criminal Justice
79.02,Drugs
79.02,Health Care/Medicine
79.02,Mental Health
79.02,Music
79.01,Funny
79.01,Television
79.01,Weddings
297.0,Homelessness
297.0,Housing
297.0,Natural Disasters
273.01,Business
273.01,Personal Finance
273.02,Politics
81.0,Guns/Gun Control
306.04,Childhood
306.04,Fathers
306.04,Mothers
306.03,Live Performance
306.03,Writing
306.02,Alcohol
306.02,Personal Finance
306.01,Funny
306.01,Gambling
306.01,Theater
283.0,Journalism
283.0,Teenagers
152.0,High School
152.0,Love
152.0,Teenagers
46.0,Childhood
46.0,Divorce
46.0,Family
46.0,Fathers
46.0,Literature
46.0,Sexuality
418.0,Economics
427.0,Business
427.0,Food/Drinks/Cooking
214.03,Funny
214.03,Literature
214.03,Live Performance
214.02,Art
214.02,Family
214.01,Family
214.01,Race
170.0,Criminal Justice
170.0,Government
170.0,Immigration
170.0,Police
170.0,Politics
300.01,Iraq
300.01,War
300.02,Iraq
300.02,War
500.01,Radio
172.0,Family
172.0,Food/Drinks/Cooking
172.0,Friendship
172.0,Jobs/Employment
467.0,China
467.0,Television
593.01,Iraq
183.04,Adoption
183.04,Children
183.04,Family
183.04,Fathers
183.04,Parenting
202.0,Literature
202.0,Religion
183.02,Children
183.02,Divorce
183.02,Fathers
183.02,Mothers
183.02,Parenting
183.03,Adoption
183.03,Childhood
183.03,Family
183.03,Theater
183.01,Health Care/Medicine
183.01,Parenting
102.0,Automobiles
102.0,Death
102.0,Mothers
102.0,Travel
431.02,Environment
431.02,Health Care/Medicine
431.02,Marriage
431.03,Business
431.03,Jobs/Employment
431.03,Presidents
418.21,Economics
559.0,History
104.0,Children
104.0,Education
104.0,Funny
104.0,Live Performance
104.0,Music
115.01,Boats
115.01,Jobs/Employment
181.01,Jobs/Employment
181.01,Mental Health
115.03,Love
115.03,Sexuality
181.03,Drugs
181.03,Health Care/Medicine
181.03,Journalism
181.03,Mental Health
181.04,Children
181.04,Family
181.04,Fathers
181.04,Marriage
115.04,Business
115.04,Music
49.02,Animals
49.02,Funny
49.02,Legal System
49.02,Radio
49.02,Theater
49.03,Animals
49.03,History
49.03,Science
49.03,Siblings
44.0,Childhood
44.0,Family
44.0,Food/Drinks/Cooking
44.0,Funny
44.0,Siblings
148.03,Chicago
148.03,Family
148.03,Holidays
489.02,Family
489.02,Marriage
489.02,Relationships
489.01,Family
117.03,Family
117.03,Food/Drinks/Cooking
117.03,Parenting
117.03,Siblings
117.02,Food/Drinks/Cooking
117.02,Religion
117.01,Childhood
117.01,Family
117.01,Food/Drinks/Cooking
117.01,Health Care/Medicine
117.01,Journalism
117.01,Mental Health
117.01,Mothers
257.0,Death
257.0,Mothers
603.03,Fiction
414.0,Film/Film Making
414.0,Police
414.0,Technology
603.01,Sexual Assault
30.01,Childhood
30.01,Mental Health
166.0,Children
166.0,Family
166.0,Fiction
166.0,Literature
30.03,Art
30.03,Mental Health
551.04,Mental Health
464.0,Live Performance
464.0,Telephone
387.02,Criminal Justice
387.02,Legal System
387.02,Terrorism
452.21,Animals
452.21,Food/Drinks/Cooking
434.0,9/11
434.0,Children
434.0,Funny
434.0,Presidents
434.0,Teenagers
434.0,Travel
577.03,Literature
577.03,Religion
594.0,Aging
594.0,Work
598.0,Crime
574.0,Music
424.21,Children
424.21,Education
424.21,Politics
148.05,Education
148.05,Funny
148.05,Holidays
148.05,Live Performance
148.05,Travel
148.04,Holidays
168.0,Business
168.0,Government
168.0,Politics
168.0,Retail/Commerce
148.02,Holidays
148.02,Music
148.02,Sexuality
148.01,Childhood
148.01,Holidays
148.01,Travel
551.01,Business
551.01,Funny
576.0,Holidays
588.0,Relationships
257.02,Activism
257.02,Politics
257.03,Food/Drinks/Cooking
257.03,Live Performance
257.03,Writing
257.01,Mental Health
257.01,Travel
257.04,Death
257.04,Politics
413.04,Journalism
413.05,Business
413.05,Music
413.06,Education
413.06,Politics
413.06,Race
413.07,Family
413.07,Fathers
413.07,History
413.07,Journalism
413.01,Alcohol
413.01,Politics
413.01,Presidents
413.02,Friendship
413.02,Funny
413.03,Death
413.03,Iraq
413.03,War
503.02,Drugs
503.02,Legal System
547.0,Police
279.0,Automobiles
279.0,Telephone
580.0,Animals
544.02,Science
544.01,Childhood
544.01,Parenting
544.01,Science
178.04,Children
178.04,Military
178.04,Siblings
178.01,Funny
178.02,Government
178.02,Heroism
178.02,Jobs/Employment
178.03,Funny
178.03,Heroism
178.03,Literature
255.01,Holidays
255.01,Mothers
255.01,Music
255.02,Holidays
255.02,Writing
33.01,Food/Drinks/Cooking
33.01,Jobs/Employment
33.03,Food/Drinks/Cooking
33.03,Travel
33.02,Food/Drinks/Cooking
33.02,Politics
243.02,Family
243.02,Mothers
243.01,Activism
243.01,Environment
578.0,Race
617.02,Marriage
617.02,Relationships
264.04,Children
264.04,Food/Drinks/Cooking
264.04,Health Care/Medicine
617.01,Science
582.03,Animals
328.03,Education
328.03,Funny
328.03,Live Performance
328.03,Music
328.03,Television
328.02,Funny
328.02,Live Performance
328.02,Music
328.02,Television
328.01,Funny
328.01,Live Performance
328.01,Television
542.02,Death
542.02,Funny
173.01,Business
173.01,Economics
173.01,Film/Film Making
173.01,Jobs/Employment
173.02,Jobs/Employment
173.02,Race
388.01,Jobs/Employment
388.01,Travel
282.21,Crime
282.21,Criminal Justice
282.21,Murder
269.0,Health Care/Medicine
301.0,Family
301.0,Heroism
301.0,History
275.02,Chicago
275.02,Education
275.02,Jobs/Employment
275.01,Chicago
275.01,Children
275.01,Education
275.01,Jobs/Employment
343.03,Animals
343.03,Music
343.03,Theater
275.0,Education
275.0,Jobs/Employment
584.0,Politics
584.0,Science
575.0,Colombia
575.0,Politics
199.01,Childhood
199.01,Family
199.01,Housing
199.01,Siblings
521.02,Childhood
521.03,Children
521.03,Family
521.01,Mental Health
521.01,Parenting
521.01,Writing
521.04,Adoption
521.04,Family
521.05,Fiction
494.21,Adoption
494.21,Automobiles
494.21,Birth
494.21,Mothers
13.0,Holidays
13.0,Love
35.04,Childhood
35.04,Death
35.04,Family
35.04,Music
35.04,Race
35.04,Religion
11.0,Childhood
11.0,Friendship
11.0,Sexuality
17.0,Radio
267.0,Education
267.0,Funny
267.0,Holidays
267.0,Jobs/Employment
574.04,Music
574.05,Music
574.05,New York
415.02,Sports
182.03,Jobs/Employment
182.03,Journalism
182.03,Television
574.02,Music
415.01,Economics
415.01,Jobs/Employment
415.01,Presidents
310.03,Criminal Justice
310.03,Legal System
310.03,Terrorism
389.04,Funny
389.04,Poetry
389.04,Weddings
127.0,Crime
127.0,History
389.02,Friendship
389.02,Television
389.03,Writing
389.01,Family
389.01,Friendship
490.01,Economics
490.01,Education
109.05,Childhood
109.05,Military
598.01,College
598.01,Race
339.04,Animals
339.04,Divorce
339.04,Fiction
339.04,Funny
339.04,Live Performance
339.04,Marriage
339.04,Relationships
454.01,Business
454.01,Labor
454.01,Politics
454.01,Technology
540.03,Family
540.03,Fathers
540.02,Government
540.01,Government
171.03,Family
171.03,History
171.03,Politics
171.03,Presidents
171.02,Education
171.02,Government
171.02,Health Care/Medicine
171.02,Politics
171.02,Presidents
171.01,Government
171.01,Journalism
171.01,Politics
171.01,Presidents
417.01,Friendship
417.01,Politics
417.02,Politics
417.02,Presidents
452.0,Animals
615.02,Politics
213.0,Childhood
213.0,Religion
135.0,Crime
576.03,Adoption
576.03,Children
576.03,Holidays
379.01,Criminal Justice
379.01,Funny
379.01,Legal System
379.01,Live Performance
379.02,Film/Film Making
379.02,Funny
379.02,Live Performance
379.02,Music
94.03,Business
94.03,Health Care/Medicine
94.03,Jobs/Employment
94.01,Automobiles
94.01,Funny
177.01,Children
177.01,Crime
177.01,Drugs
177.01,Environment
177.01,Family
177.01,Housing
177.01,Legal System
177.01,Parenting
177.03,Education
177.03,Family
177.03,Immigration
177.03,Parenting
177.03,Race
177.03,Teenagers
177.02,Children
177.02,Parenting
177.02,Sports
177.02,Travel
418.02,Economics
418.02,Housing
381.02,Activism
381.02,Natural Disasters
381.03,Activism
381.03,Criminal Justice
381.03,Terrorism
381.01,Activism
381.01,Development
381.01,Government
381.01,History
3.21,Radio
111.01,Animals
111.01,Siblings
111.01,Travel
111.02,Friendship
111.02,Religion
191.01,Jobs/Employment
175.01,Children
175.01,Family
175.01,Siblings
175.01,Teenagers
578.02,Comedy
123.0,Animals
123.0,Mental Health
123.0,Religion
123.0,Sports
123.0,Travel
95.02,Love
95.02,Sexuality
254.0,9/11
254.0,Afghanistan
254.0,Politics
302.02,Iraq
302.02,War
302.02,Writing
302.01,Development
302.01,Travel
121.0,Children
121.0,Death
121.0,Divorce
121.0,Family
121.0,Fathers
121.0,History
121.0,Marriage
121.0,Relationships
121.0,Siblings
205.0,Fiction
34.04,Government
34.04,Politics
34.04,Television
329.01,Jobs/Employment
329.01,Live Performance
329.01,Television
329.02,Gambling
329.02,Jobs/Employment
329.02,Personal Finance
329.03,Funny
329.03,History
329.04,Education
329.04,Immigration
34.01,Politics
34.01,Presidents
34.02,Government
34.02,Politics
34.03,Chicago
34.03,Politics
131.0,Activism
131.0,Government
131.0,Politics
131.0,Teenagers
366.0,Business
366.0,Technology
457.01,Breakup
457.01,Marriage
457.01,Relationships
133.0,Business
503.01,Economics
503.01,Personal Finance
456.02,Animals
456.02,Neighbors/Neighborhoods
456.01,Immigration
456.01,Politics
212.21,Children
212.21,Love
212.21,Relationships
176.04,Government
176.04,Legal System
176.04,Politics
176.02,Government
176.02,Legal System
176.02,Politics
176.02,Presidents
176.03,Marriage
176.03,Politics
176.03,Relationships
176.01,Government
176.01,Politics
176.01,Presidents
327.02,Iraq
327.02,War
327.03,Education
327.03,Friendship
327.01,Children
327.01,Friendship
301.02,Personal Finance
301.02,Police
459.01,Crime
459.01,Economics
459.01,Government
459.01,Police
96.02,History
96.02,Jobs/Employment
96.02,Mental Health
96.02,Veterans
96.02,War
49.01,Animals
49.01,Art
49.01,Housing
322.01,Family
322.01,Race
322.01,Religion
596.01,Comedy
596.02,Animals
594.02,Family
594.01,Comedy
303.02,Development
303.02,Labor
303.02,Politics
303.02,Retail/Commerce
303.03,Funny
303.03,Retail/Commerce
386.0,Business
386.0,Music
256.04,Family
256.04,Fiction
256.04,Writing
87.02,Family
87.02,Funny
87.02,Holidays
87.02,Live Performance
501.02,Neighbors/Neighborhoods
501.02,Religion
90.02,Business
90.02,Music
90.02,Telephone
90.03,Family
90.03,Fathers
90.03,Telephone
90.01,Crime
90.01,Drugs
90.01,Family
90.01,Teenagers
90.01,Telephone
440.0,Education
440.0,Environment
440.0,Jobs/Employment
440.0,Politics
440.0,Science
87.01,Children
87.01,Funny
87.01,Holidays
87.01,Live Performance
87.01,Theater
433.21,Childhood
433.21,Divorce
433.21,Family
433.21,Legal System
433.21,Marriage
31.03,Education
31.03,Jobs/Employment
31.03,Music
31.02,Music
31.01,Childhood
31.01,Jobs/Employment
31.01,Music
31.01,Siblings
586.02,Death
586.02,Family
586.02,Iran
442.0,Crime
442.0,Drugs
245.01,Friendship
245.01,Teenagers
92.01,Family
92.01,Fathers
92.01,Military
92.01,War
245.03,Fiction
245.03,Friendship
92.03,Jobs/Employment
92.03,Sports
285.01,Criminal Justice
285.01,Terrorism
245.04,Fathers
245.04,Personal Finance
285.03,Fiction
285.03,Marriage
285.03,Relationships
285.02,Legal System
285.02,Music
460.0,Business
460.0,Journalism
335.21,Education
335.21,Iraq
247.03,Love
247.03,Music
247.02,Love
247.02,Sexuality
247.01,Love
247.01,Writing
33.0,Food/Drinks/Cooking
33.0,Jobs/Employment
450.0,Technology
205.05,Fiction
382.0,Business
382.0,Economics
382.0,Legal System
331.01,Criminal Justice
331.01,Legal System
331.01,Terrorism
456.0,Jobs/Employment
456.0,Neighbors/Neighborhoods
415.0,Politics
415.0,Presidents
380.0,Animals
380.0,Police
174.01,Family
174.01,Funny
174.01,Holidays
174.01,Live Performance
174.01,Travel
174.02,Death
174.02,Family
174.02,Film/Film Making
174.02,Funny
174.02,Live Performance
174.02,Technology
174.03,Funny
174.03,Journalism
174.04,Fiction
174.04,Holidays
174.04,Live Performance
174.04,Love
174.04,Theater
72.0,History
72.0,Politics
72.0,Race
72.0,Travel
454.0,Technology
458.0,Television
91.01,Crime
91.01,Criminal Justice
101.0,Childhood
101.0,Environment
101.0,History
398.21,Fathers
398.21,Housing
471.0,Legal System
411.0,Health Care/Medicine
412.0,Business
412.0,Food/Drinks/Cooking
475.0,Science
518.02,Comedy
218.02,Crime
218.02,Criminal Justice
218.02,Theater
218.01,Criminal Justice
218.01,Theater
97.06,Drugs
97.06,Jobs/Employment
97.06,Music
97.06,Radio
364.03,Crime
364.03,Family
364.03,Mothers
364.03,Murder
617.03,Children
617.03,Fathers
617.03,Parenting
97.03,Government
97.03,Politics
403.0,Automobiles
403.0,Business
381.21,Childhood
381.21,Fiction
381.21,History
99.04,Jobs/Employment
99.04,Marriage
99.04,Relationships
99.01,Family
99.01,Fathers
99.01,Siblings
45.02,Jobs/Employment
45.02,Love
45.02,Music
99.03,Automobiles
99.03,Childhood
99.03,Friendship
99.03,Gambling
99.03,Travel
99.02,Sexuality
99.02,Writing
4.0,Family
4.0,Travel
372.01,Government
372.01,Military
372.01,Politics
309.04,Art
309.04,Crime
309.04,Police
309.02,Alcohol
309.02,Animals
309.02,Fiction
309.02,Funny
309.03,Funny
309.03,Housing
309.01,Criminal Justice
309.01,Immigration
98.0,Children
98.0,Sports
411.21,Technology
437.0,Crime
437.0,Police
523.01,Death
523.01,Family
523.01,Health Care/Medicine
523.02,Neighbors/Neighborhoods
523.02,Personal Finance
481.04,Politics
351.21,Art
351.21,Education
351.21,Funny
611.0,Immigration
611.0,Politics
182.02,Jobs/Employment
182.02,Journalism
182.02,Television
228.01,Animals
228.01,Family
228.02,Fiction
228.02,Love
93.03,Cancer
93.03,Death
93.03,Health Care/Medicine
93.03,Marriage
93.03,Poetry
93.03,Relationships
93.02,Funny
93.02,Love
93.02,Marriage
93.02,Relationships
93.02,Telephone
93.01,Family
93.01,Fiction
93.01,Marriage
93.01,Relationships
111.0,Childhood
111.0,Environment
111.0,Housing
111.0,Teenagers
39.03,Jobs/Employment
39.03,Sexuality
39.03,Theater
39.02,Children
39.02,Family
39.02,Housing
39.02,Mothers
39.02,Paranormal
39.01,Friendship
39.01,Funny
39.01,Television
619.0,Childhood
39.06,Holidays
39.05,Childhood
39.05,Crime
39.04,Childhood
39.04,Education
39.04,Family
39.04,Holidays
39.04,Mothers
32.02,Government
32.02,Politics
32.01,Government
32.01,Journalism
32.01,Politics
601.0,Elections
601.0,Politics
223.05,Divorce
223.05,Marriage
223.05,Relationships
223.05,Retail/Commerce
223.04,Breakup
223.04,Journalism
223.04,Love
478.01,Politics
478.01,Presidents
223.01,Animals
223.01,Crime
223.03,Music
223.02,Jobs/Employment
476.01,Breakup
476.01,Cancer
476.01,Funny
585.03,Memory
385.02,Criminal Justice
385.02,Drugs
385.02,Legal System
385.03,Education
385.03,Live Performance
385.01,Legal System
385.01,Mental Health
385.04,Film/Film Making
385.04,Jobs/Employment
385.04,Television
551.03,Death
551.03,Heroism
341.03,Parenting
58.0,Marriage
58.0,Relationships
407.0,Homelessness
407.0,Police
284.03,Childhood
284.03,Mental Health
284.03,Writing
141.04,Science
25.03,Business
25.03,Chicago
25.03,Retail/Commerce
25.03,Sports
141.01,Technology
141.02,Children
141.02,Family
141.02,Fathers
141.02,Health Care/Medicine
141.02,Politics
141.03,Canada
141.03,Writing
143.02,Death
143.02,Drugs
143.02,Government
143.02,Legal System
143.02,Politics
143.03,Crime
143.03,Criminal Justice
143.03,Drugs
143.03,Government
143.03,Legal System
143.03,Politics
143.01,Crime
143.01,Criminal Justice
143.01,Drugs
143.01,Legal System
143.04,Crime
143.04,Criminal Justice
143.04,Drugs
143.04,Legal System
143.04,Race
287.03,Government
287.03,Jobs/Employment
287.02,Jobs/Employment
287.02,Travel
287.01,Food/Drinks/Cooking
287.01,Jobs/Employment
287.01,Retail/Commerce
90.0,History
90.0,Politics
90.0,Telephone
355.02,Business
355.02,Economics
355.02,Government
355.02,Housing
195.0,Government
195.0,Politics
195.0,Presidents
195.0,War
592.01,Afghanistan
592.01,Greece
592.02,Children
592.02,Parenting
592.03,Technology
244.04,Love
244.04,Teenagers
221.02,Fiction
221.02,Housing
221.02,Religion
221.01,Family
221.01,Religion
147.06,Religion
147.06,Teenagers
147.04,Labor
147.04,Religion
147.04,Teenagers
147.05,Children
147.05,Religion
147.05,Teenagers
147.02,Health Care/Medicine
147.02,Religion
147.02,Teenagers
147.02,Travel
147.03,Religion
147.03,Teenagers
193.0,Childhood
