episode,malePercent,year,title,description,url
168,94.4583333333,2000,The Fix Is In,"
There are all sorts of situations in which we suspect the fix is in, but we almost never find out for certain. On today's show, for once, we find out. The whole program is devoted to one story, in which we go inside the back rooms of one multinational corporation and hear the intricate workings—recorded on tape—of how they put the fix in.",https://hw2.thisamericanlife.org/radio-archives/episode/168
169,37.8018108652,2000,Pursuit of Happiness,"
We as a nation declared our independence based on, among other things, the right to pursue our happiness. But what does it mean, over two centuries later, to grow up in a country with an inalienable right to pursue happiness? Stories of people pursuing happiness, and sometimes, achieving it. ",https://hw2.thisamericanlife.org/radio-archives/episode/169
170,67.7201854193,2000,Immigration,"
We live in a big enough country that there are lots of laws too obscure for most of us to have heard of...but which actually affect tens of thousands of lives in huge ways. This show deals with one of them: A 1996 immigration law that the Immigration Service itself says is unfair. ",https://hw2.thisamericanlife.org/radio-archives/episode/170
171,84.289666787,2000,Election,"
Stories for the eve of the Presidential election, in which we try to evade, sidestep or look beneath the candidates' soundbites. ",https://hw2.thisamericanlife.org/radio-archives/episode/171
172,31.8978775761,2000,24 Hours at the Golden Apple,"
The This American Life producers document one day in a Chicago diner called The Golden Apple, starting at 5 a.m. and going until 5 a.m. the next morning. We hear from the waitress who has worked the graveyard shift for over two decades, the regular customers who come every day, the couples working out their problems, various assorted drunks, and, of course, cops. ",https://hw2.thisamericanlife.org/radio-archives/episode/172
173,98.3674011149,2000,Three Kinds of Deception,"
A story of self-deception, a story about deceiving others, and a story about accidental deception. And how one type of deception can easily turn into another. ",https://hw2.thisamericanlife.org/radio-archives/episode/173
174,67.0128939828,2000,"Birthdays, Anniversaries, and Milestones","
Birthdays, anniversaries, and milestones of all sorts...and how they mean something whether we want them to or not. A live show taped for our fifth anniversary, back in 2000, when we went on the road to Boston, New York, Chicago, and L.A. Featuring house band OK Go. ",https://hw2.thisamericanlife.org/radio-archives/episode/174
175,54.5568430943,2001,Babysitting,"
Stories of babysitters, and what goes on while mom and dad are away that mom and dad never find out about. Including the story of two teenagers who decide to invent children to babysit, as an excuse to get out of their own house. ",https://hw2.thisamericanlife.org/radio-archives/episode/175
176,83.5016835017,2001,"Two Nations, One President","
In the wake of the 2001 election debacle in Florida, the two political halves of this country seemed angrier at each other than they had in decades. This week we bring you tales of that widening rift. Democrats explain why they're having trouble getting over it, and Republicans explain why this is so infuriating. ",https://hw2.thisamericanlife.org/radio-archives/episode/176
177,70.2633118783,2001,American Limbo,"
Stories of people living completely outside the grid of American life. Americans in Paris. Chinese in America. West Virginians in treehouses. Mexican-Americans in Rochester. ",https://hw2.thisamericanlife.org/radio-archives/episode/177
178,56.6666666667,2001,Superpowers,"
We answer the following questions about superpowers: Can superheroes be real people? (No.) Can real people become superheroes? (Maybe.) And which is better: flight or invisibility? (Depends who you ask.)

Chris ware's comic mentioned in the episode is here.
 ",https://hw2.thisamericanlife.org/radio-archives/episode/178
179,80.3319373352,2001,Cicero,"
The story in a way of a town that time forgot, or more accurately, a town that tried to forget the times. A special broadcast co-hosted by award-winning journalist Alex Kotlowitz, author of the books There Are No Children Here and The Other Side of the River. ",https://hw2.thisamericanlife.org/radio-archives/episode/179
180,69.2319209462,2001,Return to Childhood,"
Stories of people who try to revisit their childhoods. What they find. And what they do not find. ",https://hw2.thisamericanlife.org/radio-archives/episode/180
181,93.3539987601,2001,The Friendly Man,"
A special show, composed entirely of stories from just one This American Life contributor: Scott Carrier, whose strange and compelling stories sound like nothing else on the radio. ",https://hw2.thisamericanlife.org/radio-archives/episode/181
182,70.3477830888,2001,Cringe,"
Stories that make us cringe, and an investigation into just what, exactly, makes some stories capable of forcing this physical reaction out of us when other stories don't. We hear tales of personal humiliation, romance gone wrong, and people who profoundly misjudge how they're perceived by others. ",https://hw2.thisamericanlife.org/radio-archives/episode/182
183,18.752855185,2001,The Missing Parents Bureau,"
Stories about the legacy of absent parents. We hear four cases from the files of the Missing Parents Bureau.
",https://hw2.thisamericanlife.org/radio-archives/episode/183
184,45.426679745,2001,Neighbors,"
Stories of people trying to love their neighbors...and failing. ",https://hw2.thisamericanlife.org/radio-archives/episode/184
185,63.7289929866,2001,Golden Calf,"
Stories of people worshiping false idols...and if that's always a bad thing. ",https://hw2.thisamericanlife.org/radio-archives/episode/185
186,41.4428571429,2001,Prom,"
While the seniors danced at Prom Night 2001 in Hoisington, Kansas—a town of about 3,000—a tornado hit the town, destroying about a third of it. When they emerged from the dance, they discovered what had happened, and in the weeks that followed, they tried to explain to themselves why the tornado hit where it did. Plus other stories that happen on Prom Night. ",https://hw2.thisamericanlife.org/radio-archives/episode/186
187,90.8872562871,2001,Father's Day '01,"
For Father's Day, stories of dads who are utterly human in scale. ",https://hw2.thisamericanlife.org/radio-archives/episode/187
188,63.2658325809,2001,Kid Logic,"
Stories of kids using perfectly logical arguments, and arriving at perfectly wrong conclusions. ",https://hw2.thisamericanlife.org/radio-archives/episode/188
189,37.9715661032,2001,Hitler's Yacht,"
Nearly this entire show is devoted to the story of the boat known as ""Hitler's Yacht."" It's a modern-day fable about what happens when the free market, the media, the World War II buffs, the Neo-Nazis, and the Jews all collide over a huge Nazi tourist trap. ",https://hw2.thisamericanlife.org/radio-archives/episode/189
190,45.6621004566,2001,Living the Dream,"
There's a deep impulse in American culture that says that you can make yourself into anyone. Today, three stories about people who tried to do just that. ",https://hw2.thisamericanlife.org/radio-archives/episode/190
191,74.4748043389,2001,I Know What You Did This Summer,"
Stories for the stultifying, torpor-inducing, hottest heat of summer. ",https://hw2.thisamericanlife.org/radio-archives/episode/191
192,81.1895551257,2001,Meet the Pros,"
The story of one man's journey from obscurity to international professional celebrity—aided only by his own hard work, a sneaker commercial, and mad handles. And other stories of amateurs hurtling themselves at the pros whose jobs they covet. ",https://hw2.thisamericanlife.org/radio-archives/episode/192
193,30.1756326926,2001,Stories of Loss,"
In the wake of the attacks on the World Trade Center and the Pentagon, a collection of stories in which people try to make sense of loss. ",https://hw2.thisamericanlife.org/radio-archives/episode/193
194,56.6379310345,2001,Before and After,"
Stories in the wake of the events of September 11, 2001. ",https://hw2.thisamericanlife.org/radio-archives/episode/194
195,85.3200728393,2001,War Stories,"
In September 2001, we tried to sort out what the war in Afghanistan would be like, and what our lives would be like during this war. ",https://hw2.thisamericanlife.org/radio-archives/episode/195
196,72.0439071835,2001,Rashomon,"
In the movie Rashomon, one story is told from four different points of view. The story changes dramatically depending on who's telling it. This week, the events of September 11th, and how their meaning changes depending on who you talk to. ",https://hw2.thisamericanlife.org/radio-archives/episode/196
197,59.8756292567,2001,Before It Had A Name,"
There's the time when you know something is happening, but you're not sure exactly what. The illness before it's diagnosed. The era, before it's been given a title. And something changes when the name is given. Stories of that transformation...between what it is now, and what it was before it had a name. ",https://hw2.thisamericanlife.org/radio-archives/episode/197
198,93.1654220985,2001,How to Win Friends and Influence People,"
Stories of people climbing to be number one. How do they do it? What is the fundamental difference between us and them? ",https://hw2.thisamericanlife.org/radio-archives/episode/198
199,86.6977411259,2001,House on Loon Lake,"
Our entire show this week is one long story, sort of a real-life Hardy Boys mystery. More than most of our shows, this one lends itself to a Hollywood-style tagline. Perhaps: ""You Might Break In...But You'll Never Forget."" Or ""Dead Letters Tell No Tales."" ",https://hw2.thisamericanlife.org/radio-archives/episode/199
200,33.4129590923,2001,Hearts and Minds,"
Of all the wars to win, perhaps the propaganda war is the hardest. In this show, we bring you stories of propaganda wars past and present, by those who fought them and those who survived them. ",https://hw2.thisamericanlife.org/radio-archives/episode/200
201,91.1915734036,2001,Them,"
In a time of war, when we're all feeling a heightened sense of ""us"" and ""them,"" we wanted to take up the problem of ""them."" Some people need a good ""them."" Other people tend to see all ""thems"" as more like us. And so we bring you three stories of people misperceiving the them-miness of them. ",https://hw2.thisamericanlife.org/radio-archives/episode/201
202,69.9258260283,2001,Faith,"
Stories of faith: losing it, talking about it, constructing it, and working within it. ",https://hw2.thisamericanlife.org/radio-archives/episode/202
203,92.1101707072,2002,Recordings for Someone,"
All the stories in this week's show center on personal recordings that one person made for just one other person. ",https://hw2.thisamericanlife.org/radio-archives/episode/203
204,27.5928143713,2002,81 Words,"
The story of how the American Psychiatric Association decided in 1973 that homosexuality was no longer a mental illness. ",https://hw2.thisamericanlife.org/radio-archives/episode/204
205,87.9421221865,2002,Plan B,"
There's the thing you plan to do, and then there's the thing you end up doing. Most of us start off our lives with some Plan A which we abandon...switching to a Plan B, which becomes our life. ",https://hw2.thisamericanlife.org/radio-archives/episode/205
206,60.2685739308,2002,Somewhere in the Arabian Sea,"
Life aboard the USS John C. Stennis, an aircraft carrier that was stationed in the Arabian Sea and supported bombing missions over Afghanistan. Only a few dozen people on board actually fly jets. It takes the rest of the crew — over 5,000 people — to keep them in the air. This American Life producers visited the Stennis in 2002, about six weeks into its deployment. The hour is devoted to this one story. ",https://hw2.thisamericanlife.org/radio-archives/episode/206
207,37.0847562869,2002,Special Ed,"
Stories about people who were told that they're different. Some of them were comfortable with it. Some didn't understand it. And some understood, but didn't like it. ",https://hw2.thisamericanlife.org/radio-archives/episode/207
208,43.6450204999,2002,Office Politics,"
Stories of high drama from our nation's workplaces. They turn out to be surprising, emotional places, with all the greed, jealousy, and ambition of real politics. ",https://hw2.thisamericanlife.org/radio-archives/episode/208
209,42.2048347542,2002,Didn't Ask to Be Born,"
Two stories that are worst case scenarios for any parent. In each story, when you take apart what happened and how it happened, it's hard to see how anyone could've prevented things from going bad. ",https://hw2.thisamericanlife.org/radio-archives/episode/209
210,96.6653327998,2002,Perfect Evidence,"
After a decade in which DNA evidence has freed over 100 people nationwide, it's become clear that DNA evidence isn't just proving wrongdoing by criminals, it's proving wrongdoing by police and prosecutors. In this show, we look at what DNA has revealed to us: how police get innocent people to confess to crimes they didn't commit and how they get witnesses to pin crimes on innocent people. ",https://hw2.thisamericanlife.org/radio-archives/episode/210
211,53.5151029137,2002,Naming Names,"
Stories about what happens when you name names. When you turn someone over to the authorities, it can set into motion lots of huge, unintended consequences. A reporter turns over an interviewee to the FBI. A group of teachers turn in their principal. A director turns in his Communist colleagues to the United States Congress. ",https://hw2.thisamericanlife.org/radio-archives/episode/211
212,70.0708461436,2002,The Other Man,"
Stories about what happens when a new guy comes on the scene, and changes the way everyone who was already there relates to each other. ",https://hw2.thisamericanlife.org/radio-archives/episode/212
213,68.611757858,2002,Devil on My Shoulder,"
Stories of people who are trying to convince you that the Devil is there, whispering in your ear...and stories of people who try to deny he's there, against some very heavy evidence. ",https://hw2.thisamericanlife.org/radio-archives/episode/213
214,60.2539438245,2002,Family Physics,"
We take the stately laws of physics—laws which mathematicians and scientists have spent centuries discovering and verifying—and apply them to the realm of human relationships, to see if they shed useful light on our daily lives. ",https://hw2.thisamericanlife.org/radio-archives/episode/214
215,40.9944190766,2002,Ask An Expert,"
Stories about people who turned to the experts and got horrible advice. One story is about people who went to therapists who made them sicker. Another is about how the hosts of Car Talk inadvertently (or perhaps intentionally) destroyed a car belonging to one of their own employees. ",https://hw2.thisamericanlife.org/radio-archives/episode/215
216,70.7050395878,2002,Give the People What They Want,"
Stories of people who go to great lengths to give people what they want, and how they're rewarded sometimes, misguided other times. ",https://hw2.thisamericanlife.org/radio-archives/episode/216
217,46.6647247306,2002,Give It to Them,"
It's been two years since the Mideast peace process collapsed, two years in which each side has done terrible things to the other side. We wanted to understand what that has done to people living in Israel and the West Bank, and to see if anyone is feeling hope. ",https://hw2.thisamericanlife.org/radio-archives/episode/217
218,95.1892744479,2002,Act V,"
We devote this entire episode to one story: Over the course of six months, reporter and This American Life contributor Jack Hitt followed a group of inmates at a high-security prison as they rehearsed and staged a production of the last act—Act V—of Hamlet. ",https://hw2.thisamericanlife.org/radio-archives/episode/218
219,17.4981658107,2002,High Speed Chase,"
Stories of innocent people fleeing from dangerous men in cars who shoot at them. Unlike in the movies, the pursuers aren't foreign agents or rogue CIA agents, but drunk off-duty policemen and small-town teenagers. Real-ife high-speed chases: who gets chased...and who does the chasing. ",https://hw2.thisamericanlife.org/radio-archives/episode/219
220,68.8222763238,2002,Testosterone,"
Stories of people getting more testosterone and coming to regret it. And of people losing it and coming to appreciate life without it. The pros and cons of the hormone of desire. ",https://hw2.thisamericanlife.org/radio-archives/episode/220
221,9.53036944271,2002,Fake I.D.,"
Stories of people traveling under fake papers, false identities, not for power or personal gain, but for their own deeper personal reasons. ",https://hw2.thisamericanlife.org/radio-archives/episode/221
222,36.1558313875,2002,Suckers,"
Some people have a rather dark worldview that divides people into two groups: Suckers and non-suckers. We hear their stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/222
223,62.5364856976,2002,Classifieds,"
In this show we take the classifieds from one Sunday edition of the Chicago Sun-Times and one edition of the local alternative weekly Chicago Reader, and fill a program with stories that come from the ads. Through the jobs offered, the missed connections, the crap that people sell each other and the musicians' ads we get a portrait of a whole city. ",https://hw2.thisamericanlife.org/radio-archives/episode/223
224,74.206714944,2002,Middlemen,"
In this week's show, we celebrate the oft-beleaguered and misrepresented middleman. ""Cut out the middleman! Death to the middleman!"" the angry hordes cry. Not us. We say, ""Hi, middleman. Here are three splendid acts to toast your subtle virtues."" ",https://hw2.thisamericanlife.org/radio-archives/episode/224
225,68.916303822,2002,Home Movies,"
Home movies are often all the same—kids on the beach, people getting married, birthday parties—so why do we make and watch so many of them? Maybe it's because the story they show and the story they tell are different. In this show, we bring you five stories that all start with a fairly typical home movie but go on to tell a unique story. ",https://hw2.thisamericanlife.org/radio-archives/episode/225
226,39.4999255842,2002,Reruns,"
Stories of people stuck in their own personal reruns—moments or episodes that they revisit over and over again.
You can watch an animated version of Robert Krulwich's Jackie O story from this episode. ",https://hw2.thisamericanlife.org/radio-archives/episode/226
227,90.6787613388,2002,Why We Fight,"
Stories about why we should go to war versus stories of why we shouldn't. ",https://hw2.thisamericanlife.org/radio-archives/episode/227
228,90.873015873,2003,You Are So Beautiful…To Me,"
Two stories about love, and what people mean when they use the word love. Or, looked at differently, two modern-day reinterpretations of the Frog Prince story. One concerns a pretty man falling in love with an unlikely woman. And an unlikely woman falling in love with a pretty bird. ",https://hw2.thisamericanlife.org/radio-archives/episode/228
229,64.824751684,2003,Secret Government,"
Stories of some of the secrets our government keeps: of imprisonment, deportation, and spying, and how those secrets affect us. ",https://hw2.thisamericanlife.org/radio-archives/episode/229
230,84.9752410738,2003,Come Back to Afghanistan,"
In January 2002, the President of Afghanistan, Hamid Karzai, spoke at Georgetown University. There he urged Afghan-Americans, especially young ones, to move back to Afghanistan. ",https://hw2.thisamericanlife.org/radio-archives/episode/230
231,39.3434469038,2003,Time to Save the World,"
Stories of people trying to save the world one person at a time, and stories of sudden truths delivered by complete strangers. ",https://hw2.thisamericanlife.org/radio-archives/episode/231
232,100.0,2003,The Real Story,"
It's been said that truth is the first casualty of war. In this week's show, we try to get the real stories from three very different wars. ",https://hw2.thisamericanlife.org/radio-archives/episode/232
233,60.3249911043,2003,Starting from Scratch,"
Stories of people starting over, sometimes because they want to, other times because they have to. ",https://hw2.thisamericanlife.org/radio-archives/episode/233
234,89.1243919388,2003,Say Anything,"
Does talking about it really help? Stories where it does, and stories where it doesn't, including a man who tried to battle his fears by listing them. He ended up with a list 138 items long. ",https://hw2.thisamericanlife.org/radio-archives/episode/234
235,75.7059679767,2003,The Balloon Goes Up,"
Stories from the beginnings of the war in Iraq, and how it compares with wars in our country's past. ",https://hw2.thisamericanlife.org/radio-archives/episode/235
236,73.2940768964,2003,My Two Cents,"
Stories from a contradictory recession. (Audio is from the updated 2004 broadcast) ",https://hw2.thisamericanlife.org/radio-archives/episode/236
237,39.7987773816,2003,Regime Change,"
Sure, John Kerry got in trouble for using the phrase, but we have no fear. Because we know that regime change, like charity, begins at home. This week: Stories of regime change in everyday life—people switching jobs, people switching families, businesses dying and new ones starting in their place. ",https://hw2.thisamericanlife.org/radio-archives/episode/237
238,74.4852848301,2003,Lost in Translation,"
Stories of what can and cannot be translated. A short, non-athletic, bespectacled East Asian studies major who couldn't make his high school basketball team finds himself in the NBA as the personal translator for the first-ever Chinese pro basketball superstar, Yao Ming. Plus, a Palestinian man teaches Hebrew classes in the Gaza strip to Palestinians eager to learn news from the other side of the checkpoint. ",https://hw2.thisamericanlife.org/radio-archives/episode/238
239,67.3953778888,2003,Lost in America,"
Stories of people who are lost, histories that are lost, and things that are lost. This show was recorded onstage in front of audiences on a five-city tour in May 2003. The cities: Boston, Washington DC, Portland Oregon, Denver and Chicago. Featuring house band OK Go. ",https://hw2.thisamericanlife.org/radio-archives/episode/239
240,86.5801945622,2003,I'm In Charge Now,"
Stories of people putting themselves in charge in very unlikely, unpromising circumstances. ",https://hw2.thisamericanlife.org/radio-archives/episode/240
241,75.9616919393,2003,20 Acts in 60 Minutes,"
Instead of the usual ""each week we choose a theme, and bring you 3 or 4 stories on that theme"" business, we throw all that away and bring you 20 stories—yes, 20—in 60 minutes. ",https://hw2.thisamericanlife.org/radio-archives/episode/241
242,71.0416402987,2003,Enemy Camp,"
Living behind enemy lines among the enemy, it's sometimes hard to remember why you're fighting in the first place. ",https://hw2.thisamericanlife.org/radio-archives/episode/242
243,65.4483430799,2003,Later That Same Day,"
Stories about what the passage of time can do to someone. When each story starts, the world's aligned one way. Years pass—or sometimes just months—and everything's different. ",https://hw2.thisamericanlife.org/radio-archives/episode/243
244,29.935905492,2003,MacGyver,"
In real life, we usually never get to invent ingenious solutions, like the guy in the old TV series MacGyver. Today, four real stories in which real people invent amazingly clever solutions to their problems. ",https://hw2.thisamericanlife.org/radio-archives/episode/244
245,81.6502309325,2003,Allure of the Mean Friend,"
What is it about them, our mean friends? They treat us badly, they don't call us back, they cancel plans at the last minute, and yet we come back for more. Popular bullies exist in business, politics, everywhere. How do they stay so popular? ",https://hw2.thisamericanlife.org/radio-archives/episode/245
246,8.95674300254,2003,My Pen Pal,"
Stories of very unusual pen pals, including a ten-year-old girl from Michigan who befriends Panamanian dictator Manuel Noriega. A show from 2003 that we’re bringing back with news this week of Noriega’s death. ",https://hw2.thisamericanlife.org/radio-archives/episode/246
247,41.7408265269,2003,What Is This Thing?,"
What is this thing? This thing called love, that is. For answers, we explore the romance novel industry, a $1.5 billion empire run almost entirely by and for women. Plus, relearning the rules of romance from the other side of the gender line. And Sarah Vowell tells the story of the Greatest Romance of the 20th Century. ",https://hw2.thisamericanlife.org/radio-archives/episode/247
248,54.3458159963,2003,Like It or Not,"
Some stories we make happen, others happen to us. Extremes from the latter category, where people let things happen to them and don't act, even when maybe they should. David Rakoff guest hosts. ",https://hw2.thisamericanlife.org/radio-archives/episode/248
249,83.2595870206,2003,Garbage,"
We make what's usually invisible, visible: the world of trash. We follow the trash from the sanitation men on the street, to the mob guys who controlled the hauling business, to the people who actually live in dumps. ",https://hw2.thisamericanlife.org/radio-archives/episode/249
250,75.0571820677,2003,The Annoying Gap Between Theory...and Practice,"
Why is it always harder than you think it'll be? We explore several case examples of the annoying gap between theory and practice. ",https://hw2.thisamericanlife.org/radio-archives/episode/250
251,71.0419485792,2003,Brother's Keeper,"
Biblical fables ripped from today's headlines. In his ongoing effort to write his own version of the Bible, Jonathan Goldstein retells the story of Cain and Abel. Finally we hear Cain's side of the story. Plus: neighbors in a small town in Illinois wonder if they could have stepped in—as their neighbors' keepers—to prevent a brutal triple murder. ",https://hw2.thisamericanlife.org/radio-archives/episode/251
252,47.6553980371,2003,Poultry Slam 2003,"
During the period of the year with the highest turkey consumption, we bring you an annual This American Life tradition: Stories of turkeys, chickens, geese, ducks, fowl of all kinds, real and imagined, and their mysterious hold over us. ",https://hw2.thisamericanlife.org/radio-archives/episode/252
253,71.6957777472,2003,The Middle of Nowhere,"
Stories from faraway, hard-to-get-to places, where all rules are off, nefarious things happen because no one's looking, and there's no one to appeal to. ",https://hw2.thisamericanlife.org/radio-archives/episode/253
254,100.0,2003,"Teenage Embed, Part Two","
In early 2003, we brought you a special show about a California teenager, Hyder Akbar, who traveled to Afghanistan, his family's homeland, for the first time. ",https://hw2.thisamericanlife.org/radio-archives/episode/254
255,75.0371103414,2003,This American's Life's Holiday Gift-Giving Guide,"
The vexing difficulty of finding the perfect gift, illustrated in three acts. ",https://hw2.thisamericanlife.org/radio-archives/episode/255
256,74.829831311,2004,Living Without,"
Stories of people living without. Nubar Alexanian explains what fish can do for him that his own ears cannot. Sarah Vowell explains the cheerful journalism of deprivation. And other stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/256
257,97.3723723724,2004,What I Should've Said,"
People return to the scene of the crime where they should have spoken clearly, plainly, forcefully...to review what the hell went wrong, and in a few cases, to fix it. Jonathan Goldstein tries to stop time. Charles Monroe tries to figure out how to teach a lesson to the President of the United States. ",https://hw2.thisamericanlife.org/radio-archives/episode/257
258,68.3375104428,2004,Leaving the Fold,"
A popular, progressive politician becomes...a talk show host. One you've probably heard of. A group of nuns leave the Catholic Church...only to find themselves essentially, remaining nuns. These and other stories of people leaving the situation they're used to—and striking off for something less familiar.
",https://hw2.thisamericanlife.org/radio-archives/episode/258
259,37.632837407,2004,Promised Land,"
For millennia, people have tried to reach a spiritual promised land by fasting. Jesus did it. Buddha did it. Monks and saints and new age gurus have done it. And, for for this episode, the late David Rakoff tried it. He did a 20-day fast, to find out if it would bring him any form of enlightenment. Also, contributor Starlee Kine tells a story about getting as close to one promised land as you possibly can, without actually going in. ",https://hw2.thisamericanlife.org/radio-archives/episode/259
260,77.3203500555,2004,The Facts Don't Matter,"
There's what happened, and there's the story that gets told about what happened. Sometimes the two things don't match up very well. This week, two case examples—ripped, as they say, from today's headlines—of the story that's told becoming the truth, even though the facts don't back it up. ",https://hw2.thisamericanlife.org/radio-archives/episode/260
261,43.7553245868,2004,The Sanctity of Marriage,"
Stories trying to understand what actually happens in marriages during this time when the definition of marriage is up in the air. Music throughout the hour by a real wedding band, a good one: The Doug Lawrence Orchestra. ",https://hw2.thisamericanlife.org/radio-archives/episode/261
262,62.6701732673,2004,Miracle Cures,"
People looking for miracle cures, some from above, others from abroad. A son tries to help his mom in a faraway place defy the laws of medical science. A daughter tries to help her dad by going to a faraway place to defy the laws of the United States of America. ",https://hw2.thisamericanlife.org/radio-archives/episode/262
263,63.1485284052,2004,Desperate Measures,"
Stories of people stuck in unfixable situations who try desperate measures. Sometimes these are inventive, sometimes they're ingenious, sometimes they even work. ",https://hw2.thisamericanlife.org/radio-archives/episode/263
264,66.889301175,2004,Special Treatment,"
We love it when we get it, but is it ever really fair? A defense of special treatment, by people who receive it and people who give it. ",https://hw2.thisamericanlife.org/radio-archives/episode/264
265,88.1355932203,2004,Fake Science,"
Stories of people trying to drag science where it doesn't belong. ",https://hw2.thisamericanlife.org/radio-archives/episode/265
266,33.023415978,2004,I'm From the Private Sector and I'm Here to Help,"
Today's show is devoted to just one story. Contributing editor Nancy Updike went to Iraq to try to figure out what it's like to be a private citizen working in the middle of a war zone. ",https://hw2.thisamericanlife.org/radio-archives/episode/266
267,62.4010079194,2004,Propriety,"
Perhaps there was a time when the rules of polite society were clear. No longer. This week, we bring you stories of people forced to try to figure out how to maintain their dignity—and decency—in some very unsettling situations. ",https://hw2.thisamericanlife.org/radio-archives/episode/267
268,79.9300040382,2004,My Experimental Phase,"
Three stories about people who decide to try out a new life—the kind of life their parents never wanted for them. ",https://hw2.thisamericanlife.org/radio-archives/episode/268
269,14.2659662704,2004,Someone to Watch Over Me,"
Letting someone else take care of you can change everything. Three stories of couples in which one partner is trying to take care of the other, sometimes with more resistance, sometimes with less. ",https://hw2.thisamericanlife.org/radio-archives/episode/269
270,59.8152424942,2004,Family Legend,"
How, one might wonder, could a simple hunk of cheese drive a wedge between an aging aunt and her devoted niece? Sure, every family has its share of grudges, secrets and bad behavior. ",https://hw2.thisamericanlife.org/radio-archives/episode/270
271,85.5213608622,2004,Best Interests,"
Stories about adults struggling to figure out what is in the best interest of some child. And in situations where, what is best is not so clear. ",https://hw2.thisamericanlife.org/radio-archives/episode/271
272,97.4652014652,2004,Big Tent,"
Stories of the Republican Party, America's new majority party. Yes, they're still just barely the majority in the Senate...and in the last Presidential race...and in state legislatures around the country, where they hold just one percent more seats than Democrats nationwide. ",https://hw2.thisamericanlife.org/radio-archives/episode/272
273,82.0547945205,2004,Put Your Heart In It,"
Stories about people deciding whether to give it their all. There's one story about a person who hasn't, one story about someone who has—in a situation where success seems very unlikely—and one story about people who just can't help themselves. ",https://hw2.thisamericanlife.org/radio-archives/episode/273
274,100.0,2004,Enemy Camp '04,"
",https://hw2.thisamericanlife.org/radio-archives/episode/274
275,15.4053392114,2004,Two Steps Back,"
Ten years ago, when he was still a reporter for NPR's All Things Considered, host Ira Glass did a year-long series on a Chicago public school where things were getting better. Test scores were rising. ",https://hw2.thisamericanlife.org/radio-archives/episode/275
276,62.7084180561,2004,Swing Set,"
A journey through the minds of undecided voters. For months—through the Swift Boat ads, the convention speeches, the debates—we tracked a few of these voters to find out why they just can't make up their minds. Plus, a story of someone courting undecided voters, and another about people trying to sabotage undecided voters (and everyone else). ",https://hw2.thisamericanlife.org/radio-archives/episode/276
277,65.5880353501,2004,Apology,"
It's rare that a successful apology happens. One where you apologize to someone, not for selfish reasons, but because you're really sorry and you want them to know that, and when the person you're apologizing to really hears what you're saying. Three stories of people groping toward that moment. ",https://hw2.thisamericanlife.org/radio-archives/episode/277
278,33.9310666046,2004,Spies Like Us,"
Stories about amateur spies—regular people who spy on other regular people, and the consequences of their spying. ",https://hw2.thisamericanlife.org/radio-archives/episode/278
279,79.7884118588,2004,Auto Show,"
Stories about people who love their cars, for better or for worse. ",https://hw2.thisamericanlife.org/radio-archives/episode/279
280,99.3975903614,2005,In Country,"
What life is like for American soldiers in Iraq. ",https://hw2.thisamericanlife.org/radio-archives/episode/280
281,77.0120368185,2005,My Big Break,"
Sometimes, getting your big break isn't all it's cracked up to be. A comedy duo lands the gig that can make them famous—the Ed Sullivan Show at the height of Sullivan's popularity—and they bomb. A third-grader gets his big chance to please his mother and push his drunken father out of the picture. And other stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/281
282,50.0225428314,2005,DIY,"
After four lawyers fail to get an innocent man out of prison, his friend takes on the case himself. He becomes a do-it-yourself investigator. He learns to read court records, he tracks down hard-to-find witnesses, he gets the real murderer to come forward with his story. In the end, he's able to accomplish all sorts of things the police and the professionals can't. ",https://hw2.thisamericanlife.org/radio-archives/episode/282
283,62.5321415452,2005,Remember Me,"
Stories about people who are remembered very differently than they'd wished. The ghost of a kindly, distinguished philanthropist supposedly plays pranks on guests at a Ramada hotel in Fond du Lac, Wisconsin. A dying mother makes a tape for her developmentally disabled daughter, hoping she'll watch it someday, knowing she might not. ",https://hw2.thisamericanlife.org/radio-archives/episode/283
284,52.6855215361,2005,Should I Stay or Should I Go?,"
Stories about people teetering on the edge of this question: Should they stay or go? A software writer loses his job, but refuses to go away. He continues to show up at work, sneaking in the door each day and putting in long hours on a project the company canceled. A student from Pakistan finishes four years of college in Philadelphia and has to decide whether to move back home. And other stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/284
285,66.7562380038,2005,Know Your Enemy,"
Stories about trying to understand who's on your side. The defense minister of Israel visits would-be suicide bombers in prison, only to find out that in at least one case, he feels sorry for the terrorist. A prosecutor tries to censor a punk rock star. He takes him to court, but never bothers to listen to his lyrics. During the trial, he begins to think twice about his mission. Plus other stories. ",https://hw2.thisamericanlife.org/radio-archives/episode/285
286,76.0277083806,2005,Mind Games,"
Stories of people who try simple mind games on others, and then find themselves way in over their heads. ",https://hw2.thisamericanlife.org/radio-archives/episode/286
287,73.2202982203,2005,Backed Into A Corner,"
Stories about people who end up making choices they'd rather not make, when their options begin to run out. Sometimes this works out great; sometimes not so great. ",https://hw2.thisamericanlife.org/radio-archives/episode/287
